	ERR990557	ERR990558	ERR990559	ERR990560
Dhpr-PC	41	47	28	31
Dhpr-PA	41	47	28	31
Dhpr-PB	41	47	28	31
Npl4-PB	184	202	68	190
Npl4-PA	0	19	82	35
Npl4-PD	184	202	68	190
Ssadh-PA	26	31	40	31
Ssadh-PB	26	31	40	31
Ssadh-PC	26	31	40	31
Ssadh-PD	26	31	40	31
Ssadh-PE	26	31	40	31
Mp20-PA	186	213	591	488
Mp20-PC	78	70	235	118
bocks-PA	142	117	104	107
bocks-PB	80	80	33	133
RecQ5-PA	0	0	3	0
RecQ5-PB	492	548	288	494
RecQ5-PC	0	0	0	0
dac-PD	0	0	0	0
dac-PA	0	0	0	0
dac-PB	0	0	0	0
dac-PF	0	0	0	0
dac-PG	3	0	5	1
dac-PC	0	0	1	0
Doc2-PA	0	0	0	1
CG5382-PB	71	64	54	59
jar-PB	73	78	83	77
jar-PG	73	78	83	77
jar-PH	0	0	0	0
jar-PI	415	485	592	847
jar-PJ	73	78	83	77
jar-PK	73	78	83	77
jar-PL	0	0	0	0
jar-PM	73	78	83	77
jar-PN	0	0	0	0
thr-PB	103	117	91	155
thr-PC	103	117	91	155
Nelf-A-PA	129	35	0	60
Nelf-A-PB	183	173	274	86
Nelf-A-PC	0	92	0	149
Duba-PG	74	68	93	98
Duba-PD	35	58	47	115
Duba-PE	27	27	3	16
Duba-PF	27	27	3	16
Top1-PA	570	524	225	317
Top1-PC	570	524	225	317
Top1-PB	28	132	0	53
Top1-PE	120	314	207	249
Top1-PD	540	360	337	312
Rb97D-PH	19	0	0	23
Rb97D-PA	0	25	22	0
Rb97D-PB	19	0	0	23
Rb97D-PC	0	25	22	0
Rb97D-PD	0	5	0	0
Rb97D-PE	0	5	0	0
Rb97D-PF	19	0	0	23
Rb97D-PG	0	25	22	0
Rb97D-PI	19	0	0	23
h-PA	22	14	21	27
h-PB	22	14	21	27
CG6614-PA	0	0	0	0
CG6614-PB	0	0	0	0
CG6614-PC	0	0	0	0
prd-PA	0	0	0	0
prd-PB	0	0	0	0
a-PB	102	88	63	79
a-PC	102	88	63	79
a-PA	102	88	63	79
a-PD	4	0	0	23
Cat-PA	260	315	1282	909
up-PA	357	406	749	479
up-PD	0	0	0	0
up-PB	39	11	54	84
up-PE	6	0	0	0
up-PG	381	353	493	554
up-PH	0	0	0	0
up-PI	10	0	77	64
up-PJ	1	0	5	10
up-PK	232	217	468	473
up-PL	0	0	0	4
up-PR	0	0	0	0
up-PS	0	0	0	0
up-PO	218	251	716	412
up-PP	0	0	0	0
up-PQ	0	0	0	0
up-PT	0	0	0	0
up-PM	0	0	0	0
up-PN	19	70	22	53
Clk-PA	0	46	0	77
Clk-PD	93	0	79	0
Clk-PF	0	11	0	0
Clk-PG	6	12	10	0
Clk-PH	6	12	10	0
Hn-PA	19	13	53	39
Hn-PB	0	0	0	0
Hn-PC	19	13	53	39
Hn-PD	0	4	0	0
chrb-PC	65	17	80	95
chrb-PE	0	0	0	0
CtBP-PC	19	16	64	41
CtBP-PD	19	16	64	41
CtBP-PE	23	102	21	147
CtBP-PB	19	16	64	41
CtBP-PA	19	16	64	41
CtBP-PF	239	11	105	43
CtBP-PG	161	78	31	153
CtBP-PH	0	7	0	0
CtBP-PI	8	155	0	154
CtBP-PJ	0	161	0	0
CstF64-PA	119	131	77	129
RpS8-PC	1758	2219	1232	1919
RpS8-PE	1758	2219	1232	1919
RpS8-PF	1758	2219	1232	1919
RpS8-PG	1758	2219	1232	1919
Mgat2-PA	18	18	0	9
Mgat2-PB	32	25	89	84
Mgat2-PC	0	0	0	0
Nf1-PB	109	303	475	129
Nf1-PC	1	0	0	0
Nf1-PE	198	76	83	115
Nf1-PF	156	2	0	251
Nf1-PD	0	0	0	0
CG8478-PB	97	114	56	107
CG8478-PE	97	114	56	107
CG8478-PC	16	0	8	42
CG8478-PD	0	0	8	0
CG8481-PA	9	1	0	12
CG8481-PB	13	13	25	9
trx-PD	124	114	149	198
trx-PC	273	237	184	180
trx-PA	124	114	149	198
trx-PB	273	237	184	180
trx-PE	273	237	184	180
GstS1-PA	70	94	68	105
GstS1-PB	70	94	68	105
GstS1-PC	70	94	68	105
GstS1-PD	0	8	0	0
en-PB	1	1	1	1
en-PA	1	1	1	1
acj6-PA	0	0	0	0
acj6-PC	0	0	0	0
acj6-PD	0	0	0	0
acj6-PE	0	0	0	0
acj6-PF	0	0	0	0
acj6-PG	0	0	0	0
acj6-PH	0	0	0	0
acj6-PI	0	0	0	0
acj6-PJ	0	0	0	0
acj6-PK	0	0	0	0
acj6-PL	0	0	0	0
acj6-PM	0	0	0	0
acj6-PN	0	0	0	0
Ac13E-PA	0	16	54	0
Ac13E-PB	0	16	54	0
Ac13E-PC	51	0	0	51
AcCoAS-PA	120	174	341	161
AcCoAS-PB	0	0	0	0
AcCoAS-PD	120	174	341	161
CG9776-PB	223	193	125	174
CG9776-PA	466	486	273	357
PK1-R-PD	0	0	0	1
PK1-R-PE	0	0	0	1
Gr22b-PA	0	0	0	0
for-PE	6	15	0	34
for-PC	30	22	29	20
for-PJ	6	15	0	34
for-PH	354	391	329	427
for-PD	30	22	29	20
for-PG	30	22	29	20
for-PI	354	391	329	427
for-PA	354	391	329	427
for-PK	30	22	29	20
for-PL	0	0	0	0
CG10737-PD	0	82	196	37
CG10737-PC	0	82	196	37
CG10737-PA	0	0	0	0
CG10737-PE	3	0	83	0
CG10737-PV	0	0	0	0
CG10737-PW	0	0	0	11
CG10737-PX	0	0	0	0
CG10737-PU	6	0	8	0
CG10737-PT	0	0	0	0
CG10737-PS	0	0	0	0
CG10737-PR	0	0	0	0
CG10737-PP	109	0	6	0
CG10737-PO	143	0	0	326
CG10737-PN	0	38	1	42
rdgB-PC	0	0	0	0
rdgB-PD	0	0	0	0
rdgB-PB	0	0	29	0
rdgB-PA	0	0	0	0
rdgB-PE	0	0	0	0
rdgB-PF	0	0	29	0
rdgB-PG	0	0	90	0
rdgB-PH	0	0	92	0
rdgB-PK	81	45	9	102
rdgB-PI	0	0	0	0
rdgB-PJ	101	122	27	141
stan-PA	1	1	0	0
stan-PB	7	5	2	0
stan-PC	1	1	0	0
stan-PD	7	5	2	0
stan-PE	2	1	1	0
stan-PF	0	0	49	19
stan-PG	0	0	0	0
kek5-PB	42	37	38	46
kek5-PA	42	37	38	46
kek5-PC	42	37	38	46
kek5-PD	42	37	38	46
CG15109-PC	0	0	3	0
CG15109-PD	0	0	3	0
CG15109-PE	0	0	0	0
Eph-PA	4	33	274	143
Eph-PB	266	499	318	491
Eph-PC	386	0	89	377
Eph-PD	104	179	0	5
Eph-PE	4	33	274	143
Eph-PF	0	133	81	10
ena-PB	5	9	113	191
ena-PA	36	20	67	25
ena-PC	36	20	67	25
ena-PD	76	97	0	87
ena-PE	36	20	67	25
ena-PF	80	40	45	120
ena-PG	21	16	10	0
hoe2-PA	0	5	8	3
CG17681-PA	6	4	46	30
HDAC4-PB	0	0	0	0
HDAC4-PD	41	130	25	42
HDAC4-PE	226	103	94	166
HDAC4-PG	0	37	0	0
HDAC4-PH	0	0	0	0
HDAC4-PI	0	0	0	0
HDAC4-PJ	0	0	0	0
HDAC4-PF	2	0	47	30
inv-PD	1	1	1	2
inv-PB	1	1	1	2
inv-PE	1	1	1	2
CG2082-PA	0	0	0	0
CG2082-PD	0	0	0	0
CG2082-PB	0	0	0	0
CG2082-PC	0	0	6	5
CG2082-PG	0	0	0	0
CG2082-PH	0	0	0	0
CG2082-PJ	0	0	6	5
CG2082-PK	0	0	0	0
CG2082-PL	0	0	0	0
CG2082-PM	5	3	4	0
CG2082-PN	0	3	0	0
CG2082-PO	0	0	0	8
Syt7-PB	9	0	20	0
Syt7-PF	0	0	0	0
Syt7-PA	0	0	5	0
Syt7-PM	0	0	5	0
Syt7-PI	0	4	0	16
CG2991-PB	35	29	43	51
CG2991-PA	35	29	43	51
CG2991-PC	35	29	43	51
unc-13-PA	424	309	655	532
unc-13-PC	32	0	334	97
unc-13-PB	2	458	0	15
unc-13-PF	652	645	936	554
unc-13-PG	0	0	0	1
unc-13-PD	424	309	655	532
unc-13-PE	467	0	790	655
Trim9-PA	9	9	32	68
Trim9-PB	0	0	0	0
gw-PE	284	191	80	160
gw-PB	284	191	80	160
gw-PF	284	191	80	160
gw-PA	284	191	80	160
gw-PI	254	314	232	753
gw-PJ	0	115	644	0
Ptpmeg2-PD	0	0	0	0
Ptpmeg2-PB	26	58	164	111
Ptpmeg2-PC	128	44	49	191
Ptpmeg2-PA	62	108	54	17
Ptpmeg2-PE	0	0	0	0
Ptpmeg2-PF	0	0	0	0
Ptpmeg2-PI	0	0	0	0
Ptpmeg2-PG	0	0	0	0
Ptpmeg2-PH	0	0	0	0
CG3651-PB	0	0	0	0
CG3651-PC	169	129	87	130
CG3651-PD	169	129	87	130
Marf-PB	243	217	205	236
Marf-PC	243	217	205	236
Marf-PD	0	68	0	0
Slik-PA	752	742	648	389
Slik-PD	24	71	12	60
Slik-PB	24	71	12	60
Slik-PE	287	349	0	579
Slik-PF	188	0	218	154
Slik-PG	35	0	155	0
CG5758-PA	36	33	49	73
CG5758-PB	36	33	49	73
CG5758-PC	36	33	49	73
CG5758-PD	36	33	49	73
CG5758-PE	36	33	49	73
CG5758-PF	36	33	49	73
Dek-PB	69	0	443	65
Dek-PA	579	489	189	413
Dek-PC	0	101	0	0
Dek-PD	0	0	0	121
Dek-PE	579	489	189	413
DCP2-PB	0	0	14	0
DCP2-PA	255	326	0	516
DCP2-PD	0	0	14	0
DCP2-PE	293	218	518	88
GlcAT-P-PA	20	26	21	14
GlcAT-P-PC	3	13	13	13
GlcAT-P-PB	3	13	13	13
GlcAT-P-PD	20	26	21	14
GlcAT-P-PE	3	13	13	13
coil-PC	0	0	0	0
coil-PD	69	51	86	131
coil-PE	90	111	44	0
PK2-R2-PA	1	1	8	2
PK2-R2-PB	1	1	8	2
tapas-PB	164	193	62	176
tapas-PA	107	189	281	253
tapas-PF	46	138	217	224
tapas-PD	490	282	55	183
ppk7-PA	0	0	1	0
CG9795-PA	0	0	0	0
CG9795-PD	0	0	0	0
CG9795-PE	61	210	229	268
CG9795-PF	204	0	15	2
CG6299-PB	12	14	9	11
CG6299-PA	12	14	9	11
CG6299-PC	12	14	9	11
CG6299-PD	12	14	9	11
CG6299-PE	12	14	9	11
CG4041-PB	166	154	110	182
CG9220-PC	58	55	55	62
CG9220-PD	58	55	55	62
UGP-PC	81	345	1	22
UGP-PA	62	270	147	24
UGP-PD	425	270	6	420
UGP-PE	318	212	1065	452
pgant2-PA	11	11	26	27
pgant2-PB	11	11	26	27
CapaR-PB	5	7	41	16
CapaR-PC	2	2	0	0
CG2225-PE	0	0	0	0
CG2225-PB	65	61	48	45
CG2225-PA	0	0	0	0
CG2225-PF	56	4	0	48
CG2225-PC	0	0	0	0
CG2225-PH	65	61	48	45
CG2225-PG	0	0	0	0
CG15117-PB	0	0	0	0
CG15117-PA	0	18	0	0
CG15117-PC	0	18	0	0
CG15117-PD	23	0	109	90
CG15117-PE	1	0	0	0
CG15117-PF	1	0	0	0
IA-2-PE	0	0	0	0
IA-2-PC	0	0	0	0
IA-2-PD	30	26	32	32
ec-PA	0	0	0	8
ec-PB	16	0	52	29
ec-PC	207	180	229	378
Asap-PB	192	192	336	115
Asap-PC	97	146	1	231
Asap-PD	104	0	53	96
ppk23-PA	0	0	0	0
ppk23-PB	0	0	0	0
ppk23-PC	0	0	0	0
ppk23-PD	0	0	0	0
Cog3-PA	49	77	90	122
ppk21-PA	0	0	0	0
ppk21-PB	0	2	0	0
ppk20-PA	0	0	0	0
ppk20-PB	0	0	0	0
ppk20-PC	0	0	0	0
lig-PC	0	0	0	0
lig-PD	8	16	0	9
lig-PA	0	0	0	0
lig-PB	0	0	0	0
lig-PE	0	0	0	0
lig-PF	0	0	0	0
lig-PG	0	0	0	0
lig-PH	65	75	103	52
lig-PI	0	0	0	12
lig-PJ	467	364	322	569
lig-PK	1450	1616	1277	1810
lig-PL	0	0	0	0
nrv2-PD	57	73	206	165
nrv2-PC	4	4	3	16
nrv2-PA	57	73	206	165
nrv2-PE	57	73	206	165
nrv2-PF	4	4	3	16
nrv2-PG	4	4	3	16
CG32547-PC	0	1	0	1
CG32547-PD	0	1	0	1
alpha-Catr-PA	0	0	4	1
alpha-Catr-PC	0	0	0	0
Prx5-PA	105	163	116	109
Prx5-PB	105	163	116	109
CG7215-PA	32	37	29	27
CG7215-PB	32	37	29	27
CG11889-PA	17	45	248	184
CG11889-PB	17	45	248	184
CG11891-PH	4	24	62	24
CG11891-PI	4	24	62	24
CG11714-PA	0	0	0	0
CG11714-PC	0	0	0	0
CG11714-PD	0	0	0	0
Shawn-PB	13	10	5	12
Shawn-PC	13	10	5	12
Shawn-PD	13	10	5	12
Shawn-PE	13	10	5	12
Tyler-PB	0	0	0	0
Tyler-PF	0	0	0	1
Tyler-PG	0	0	0	0
CG33155-PA	2	2	1	0
CG33155-PC	2	2	1	0
CG33155-PD	2	2	1	0
mRpL53-PA	145	172	108	135
mtd-PO	0	0	0	0
mtd-PP	0	0	0	0
mtd-PN	0	0	0	40
mtd-PM	69	27	47	117
mtd-PG	0	0	0	0
mtd-PB	0	0	0	40
mtd-PJ	0	0	0	40
mtd-PC	3	22	3	12
mtd-PI	29	47	25	44
mtd-PK	0	0	0	0
mtd-PF	3	80	74	50
mtd-PH	0	0	0	0
mtd-PA	7	8	106	35
mtd-PQ	0	0	0	0
mtd-PR	75	0	0	27
mtd-PS	4	0	0	0
mtd-PT	4	0	0	0
mtd-PU	94	103	247	0
mtd-PV	0	0	47	39
mtd-PW	0	0	9	0
mtd-PX	0	23	0	8
mtd-PY	153	54	78	155
mtd-PAA	30	43	60	0
Chrac-14-PB	67	79	47	101
mus201-PC	125	122	66	117
mus201-PD	125	122	66	117
CG33095-PA	117	132	121	141
CG33095-PB	117	132	121	141
CG33626-PB	0	0	0	0
CG33627-PA	1	0	0	0
CG33267-PB	0	0	0	0
CG33630-PA	0	0	0	0
CG33631-PA	0	0	0	0
CG16885-PA	13	11	0	5
CG33639-PA	0	0	0	0
CG33639-PB	0	0	0	0
CG33639-PC	0	0	0	0
CG33639-PD	2	0	0	0
CheA7a-PA	2	10	2	13
CG33640-PB	0	0	8	0
CG33641-PA	2	0	1	0
CG33642-PA	0	0	2	1
CG33643-PA	1	2	0	1
CG33644-PA	0	2	6	0
CG33645-PB	0	0	0	0
CG7971-PB	0	7	0	6
CG7971-PC	201	113	0	36
CG7971-PA	127	202	111	162
CG7971-PG	127	202	111	162
CG7971-PH	0	0	18	0
CG7971-PF	42	36	52	49
CG33647-PA	0	0	0	0
CG33648-PB	0	0	0	1
CG33648-PC	0	0	0	0
GatC-PA	28	34	27	27
DNApol-gamma35-PA	172	167	118	126
Cadps-PD	0	0	0	3
Cadps-PE	37	0	2	10
Cadps-PA	0	17	19	108
Cadps-PB	32	22	0	0
Cadps-PF	0	8	173	0
CG12849-PA	0	0	0	4
CG4970-PB	1	0	7	2
CG14929-PA	0	0	0	0
CG14929-PB	0	0	0	0
CG33654-PA	0	4	0	0
CG9485-PB	320	392	282	165
CG9485-PA	0	11	0	0
CG9485-PC	105	1	45	152
CG9485-PD	0	0	0	0
CG9485-PE	0	11	0	0
CG9485-PF	0	11	0	0
Ada2b-PA	96	102	45	45
Ada2b-PB	181	230	89	202
Ada2b-PC	96	102	45	45
b-PA	7	10	1	4
b-PB	7	10	1	4
b-PC	0	0	0	8
CadN-PE	0	0	0	7
CadN-PH	0	19	66	16
CadN-PA	0	67	0	34
CadN-PF	0	0	27	3
CadN-PC	467	85	104	173
CadN-PB	0	15	0	3
CadN-PD	0	0	0	1
CadN-PG	76	0	43	34
CadN-PI	0	112	0	0
CadN-PJ	10	142	25	0
CadN-PK	2	0	10	0
CadN-PL	0	0	0	0
Hsp22-PA	10	25	20	9
Hsp22-PB	10	25	20	9
CG4456-PA	5	3	15	9
CG4456-PB	5	3	15	9
CG4456-PC	5	3	15	9
CG4456-PD	5	3	15	9
CG33664-PB	0	0	0	0
CG33665-PB	0	0	0	0
CG33666-PB	0	0	0	0
CG33667-PB	0	0	0	0
CG33668-PB	0	0	0	0
CG33669-PC	0	0	0	0
Phax-PA	58	47	23	62
Phax-PB	95	87	71	44
stg1-PA	0	1	0	4
CG11566-PA	1	2	0	5
CG33671-PA	68	70	42	80
CG33671-PB	68	70	42	80
CG33672-PA	47	61	52	100
CG33673-PB	0	0	0	0
CG14246-PA	0	0	0	0
CG14246-PB	0	0	0	0
CG14246-PC	0	0	0	0
CG14245-PA	1	2	29	28
CG14245-PB	1	2	29	28
LSm-4-PB	30	29	16	16
LSm-4-PC	30	29	16	16
CG17768-PA	109	205	89	125
CG17768-PB	109	205	89	125
CG15892-PA	0	0	13	18
CG15891-PA	11	5	5	14
CG15891-PD	11	5	5	14
CHES-1-like-PA	217	298	183	217
CHES-1-like-PB	217	298	183	217
CHES-1-like-PD	217	298	183	217
CHES-1-like-PC	292	13	6	146
tral-PA	147	150	64	161
tral-PB	147	150	64	161
tral-PC	717	975	177	196
tral-PD	115	110	97	26
tral-PE	22	15	34	21
tral-PF	68	66	21	162
tral-PG	10	7	11	21
tral-PH	338	437	61	196
tral-PI	52	47	32	26
srp-PB	254	147	267	260
srp-PA	69	127	168	246
srp-PD	0	0	0	0
srp-PE	0	0	0	0
srp-PF	0	0	0	0
srp-PG	0	2	0	3
CG33680-PA	2	7	0	13
lace-PA	103	91	102	93
lace-PB	103	91	102	93
CG8273-PA	53	43	50	46
CG8273-PB	53	43	50	46
E(spl)m6-BFM-PA	0	0	0	0
lab-PA	0	3	0	3
lab-PB	0	0	0	0
Myo95E-PD	0	0	0	0
Myo95E-PE	0	0	0	0
Myo95E-PF	0	0	8	1
Myo95E-PG	0	0	8	1
Myo95E-PB	54	39	42	50
Myo95E-PJ	54	39	42	50
Nos-PF	0	0	0	0
Nos-PA	0	0	0	5
Nos-PK	2	0	0	2
CG18538-PA	2	0	7	0
CG18539-PB	4	1	10	0
CG18539-PC	0	0	0	0
CG33483-PA	0	0	0	0
CG33483-PB	0	0	0	0
fabp-PA	8	0	0	4
fabp-PB	162	442	460	459
fabp-PC	842	953	703	923
sea-PA	97	94	60	60
sea-PC	97	94	60	60
sea-PD	97	94	60	60
sea-PE	97	94	60	60
CheB38c-PA	0	1	0	4
CG31221-PA	0	0	0	0
CG31221-PB	0	0	0	0
CG31221-PC	1	0	4	0
CG15387-PB	9	9	15	5
gukh-PB	0	0	0	0
gukh-PA	226	223	380	396
gukh-PC	0	0	0	0
gukh-PE	28	10	56	0
CG31016-PB	0	0	1	0
CG31016-PC	0	0	1	0
CG33687-PB	2	0	0	0
CG33688-PA	0	2	0	0
CG33689-PB	0	0	0	0
CG33690-PA	0	0	3	0
shep-PA	151	90	76	0
shep-PD	189	162	89	89
shep-PB	189	162	89	89
shep-PG	0	0	0	39
shep-PH	0	5	47	24
shep-PI	21	46	0	0
shep-PE	0	0	0	39
shep-PF	0	65	0	65
CG13344-PC	45	35	9	14
CG13344-PA	45	35	9	14
cana-PA	671	683	296	534
cana-PB	270	319	317	296
cana-PC	270	319	317	296
CG33695-PF	0	0	0	0
CG33695-PC	0	0	17	6
CG33695-PD	13	21	0	22
CG33695-PE	44	56	11	29
CNMaR-PA	0	3	4	9
Dh31-R-PA	0	0	0	0
Dh31-R-PB	2	2	8	0
Dh31-R-PC	0	0	45	34
nompB-PC	14	12	16	26
nompB-PD	7	0	0	8
CheA75a-PA	1	3	0	8
dlg1-PC	31	43	11	15
dlg1-PG	60	0	18	0
dlg1-PH	0	0	0	0
dlg1-PB	4	21	41	18
dlg1-PJ	31	43	11	15
dlg1-PE	0	0	0	0
dlg1-PD	0	0	0	0
dlg1-PA	0	0	0	0
dlg1-PF	4	17	6	34
dlg1-PI	31	43	11	15
dlg1-PK	52	26	15	48
dlg1-PL	7	12	3	44
dlg1-PM	0	0	0	0
dlg1-PN	0	0	0	0
dlg1-PR	661	648	780	740
dlg1-PO	9	0	6	0
dlg1-PP	0	44	29	175
dlg1-PQ	60	0	18	0
dlg1-PS	0	0	0	0
dlg1-PT	0	0	0	0
dlg1-PU	0	13	36	104
CG33700-PC	0	0	0	0
CG33702-PA	0	0	0	0
CG33703-PA	0	0	0	0
CG33704-PA	0	0	0	0
CG10332-PA	0	0	0	0
IM18-PA	3	1	1	0
IM18-PB	3	1	1	0
alpha4GT2-PB	1	0	2	0
CG33710-PA	0	0	5	3
CG33713-PA	131	169	63	114
CG33713-PB	131	169	63	114
SLIRP1-PA	125	211	80	132
SLIRP1-PB	125	211	80	132
PGRP-LD-PB	2	0	7	13
PGRP-LD-PA	2	0	7	13
PGRP-LD-PC	2	0	7	13
PGRP-LD-PD	5	7	22	7
Pmi-PC	0	4	2	3
Pmi-PD	11	0	0	0
Pmi-PE	0	4	2	3
Pmi-PF	0	4	2	3
Pif1B-PA	91	83	266	184
Pif1B-PB	91	83	266	184
Pif1B-PC	91	83	266	184
Pif1B-PD	91	83	266	184
Pif1B-PE	91	83	266	184
CG18749-PB	7	7	0	11
CG18749-PC	7	7	0	11
CG33722-PC	71	87	48	57
CG33722-PB	71	87	48	57
CG33722-PD	71	87	48	57
CG33722-PE	71	87	48	57
Pp2A-29B-PA	0	2	19	5
Pp2A-29B-PB	0	2	19	5
Pp2A-29B-PC	0	2	19	5
Pp2A-29B-PE	454	454	324	477
Pp2A-29B-PD	454	454	324	477
CG33723-PA	0	0	0	0
CG33725-PA	0	0	0	0
CG33725-PC	0	0	0	0
fax-PD	0	0	0	0
fax-PC	187	292	248	293
fax-PA	225	171	731	753
fax-PB	0	0	0	0
fax-PE	0	0	0	0
fax-PF	0	0	0	0
primo-2-PC	0	0	0	1
CG31469-PA	1	4	6	9
primo-1-PA	35	49	13	25
primo-1-PB	35	49	13	25
CG13561-PB	0	0	1	0
CG9667-PA	121	152	92	149
CG9667-PB	29	0	0	0
Mip-PA	0	0	0	0
His3,3A-PA	77	80	44	66
His3,3A-PC	77	80	44	66
His3,3A-PD	77	80	44	66
CG32269-PA	1	0	2	0
CG32269-PB	1	0	2	0
CG32270-PA	1	0	0	0
CG13430-PA	9	8	8	7
CG13430-PB	9	8	8	7
CG18065-PA	7	16	2	5
CG33752-PA	0	1	3	1
CG33137-PB	0	0	0	0
CheB93b-PA	0	0	0	0
tra2-PG	0	8	0	8
tra2-PC	4	9	0	0
tra2-PA	0	8	0	8
tra2-PE	13	1	5	2
tra2-PD	4	9	0	0
tra2-PB	25	22	15	11
tra2-PF	0	8	0	8
AstC-R2-PB	1	2	0	3
AstC-R2-PF	0	0	0	0
AstC-R2-PD	0	0	0	0
AstC-R2-PE	1	2	0	3
Gr64d-PA	0	0	0	0
Gr64d-PC	0	0	0	0
Gr64e-PA	0	0	13	0
Gr64e-PB	0	0	0	1
SIFaR-PA	3	0	0	0
SIFaR-PC	3	0	0	0
CG4095-PA	9	9	20	7
Pink1-PB	36	31	34	41
Pink1-PA	36	31	34	41
Pink1-PC	36	31	34	41
Pink1-PD	36	31	34	41
Pink1-PE	36	31	34	41
Pink1-PF	36	31	34	41
Pink1-PG	36	31	34	41
Pink1-PH	36	31	34	41
Pink1-PI	36	31	34	41
ND-ASHI-PA	59	87	51	57
ND-ASHI-PB	59	87	51	57
ND-ASHI-PC	59	87	51	57
spi-PE	37	24	36	38
spi-PB	37	24	36	38
spi-PA	37	24	36	38
spi-PG	37	24	36	38
spi-PF	37	24	36	38
gdl-ORF39-PA	0	0	0	0
gdl-PA	28	38	31	22
gdl-PC	28	38	31	22
gdl-PB	28	38	31	22
CG33757-PA	2	5	0	2
CG33758-PA	6	1	2	0
CG33764-PA	0	0	0	0
CG33766-PA	0	0	0	0
CG33767-PA	0	0	0	0
CG33768-PA	0	0	0	0
CG33769-PA	0	0	0	0
CG33770-PB	0	0	0	0
CG33771-PC	0	0	0	0
CG31324-PA	2	2	6	12
CG31324-PB	2	2	6	12
CG31324-PC	16	10	21	0
CG33774-PA	0	0	0	0
CG14995-PF	5	0	0	0
CG14995-PD	0	8	0	0
CG14995-PA	9	0	37	27
CG14995-PC	18	17	0	0
CG14995-PG	0	0	15	0
CG14995-PH	0	0	0	5
CG14995-PI	0	0	8	29
CG30056-PA	2	1	0	6
CG33777-PA	0	0	0	0
CG33783-PA	0	0	0	0
CG33784-PA	0	0	0	0
CG33785-PA	17	31	15	31
CG33786-PA	55	59	24	30
Or98b-PB	0	0	0	0
ste24c-PA	0	0	0	2
ste24c-PD	0	0	0	2
ste24c-PC	0	0	0	2
CG30461-PI	0	0	0	1
CG30461-PJ	0	0	0	1
CG30461-PK	0	0	2	0
CG9130-PA	0	0	0	0
CG9130-PB	0	0	0	0
CG9133-PC	0	0	0	0
CG9133-PB	0	0	0	0
CG9133-PD	0	0	0	1
CG3588-PE	3	0	28	19
CG3588-PF	1	2	9	14
CG3588-PG	0	0	0	0
CG3588-PH	0	0	0	0
CG3588-PI	0	0	9	0
Ptx1-PA	0	2	5	14
Ptx1-PC	0	0	0	0
Ptx1-PE	2	0	0	0
Kaz1-ORFB-PA	4	2	3	6
Kaz1-ORFB-PE	4	2	3	6
Kaz1-ORFB-PH	3	0	0	0
Kaz1-ORFB-PF	4	2	3	6
CG18170-PA	0	0	0	0
CG18170-PB	0	0	0	0
CG33791-PD	0	0	0	0
CG33791-PA	0	0	2	0
CG33791-PB	0	0	0	0
CG33791-PC	0	0	2	0
CG33791-PE	0	0	0	0
CG33791-PF	0	0	0	0
CG33792-PB	0	1	0	2
CG13175-PA	43	28	9	21
CG33795-PB	0	2	0	1
CG33796-PA	0	0	0	0
CG14518-PA	1	0	4	0
CG33463-PA	0	1	5	2
Lerp-PB	29	33	1	56
Lerp-PA	112	56	1	99
Lerp-PD	0	34	91	17
Lerp-PE	0	20	89	10
CG9515-PA	20	29	13	20
CG9515-PB	20	29	13	20
CG9510-PB	17	39	80	55
CG9510-PC	17	39	80	55
CG9510-PD	17	39	80	55
ths-PA	61	61	0	150
ths-PB	36	21	375	191
hth-PA	2	20	10	4
hth-PC	0	0	0	0
hth-PE	1	6	13	4
hth-PF	1	0	13	4
hth-PI	1	0	13	4
Adhr-PA	5	6	7	7
Adhr-PB	5	6	7	7
Adhr-PC	5	6	7	7
CG33096-PC	7	8	5	9
CG33096-PD	7	8	5	9
CG33096-PE	7	8	5	9
CG33096-PF	7	8	5	9
CG33096-PG	7	8	5	9
CG14492-PA	0	0	0	0
His1:CG33801-PA	199	61	43	211
His3:CG33803-PA	72	87	34	83
His1:CG31617-PA	797	816	0	0
His2A:CG31618-PA	337	576	175	317
His3:CG31613-PA	72	87	34	83
His1:CG33804-PA	479	418	547	833
His3:CG33806-PA	72	87	34	83
His1:CG33807-PA	22	26	11	19
His2A:CG33808-PA	337	576	175	317
His3:CG33809-PA	72	87	34	83
His1:CG33810-PA	260	344	32	99
His3:CG33812-PA	72	87	34	83
His1:CG33813-PA	797	816	0	0
His2A:CG33814-PA	337	576	175	317
His3:CG33815-PA	72	87	34	83
His1:CG33816-PA	260	344	32	99
His2A:CG33817-PA	337	576	175	317
His3:CG33818-PA	35	76	0	0
His1:CG33819-PA	260	344	32	99
His2A:CG33820-PA	337	576	175	317
His3:CG33821-PA	35	76	0	0
His1:CG33822-PA	260	344	32	99
His2A:CG33823-PA	337	576	175	317
His3:CG33824-PA	35	76	0	0
His1:CG33825-PA	260	344	32	99
His2A:CG33826-PA	337	576	175	317
His3:CG33827-PA	35	76	0	0
His1:CG33828-PA	260	344	32	99
His2A:CG33829-PA	337	576	175	317
His3:CG33830-PA	35	76	0	0
His1:CG33831-PA	260	344	32	99
His2A:CG33832-PA	337	576	175	317
His3:CG33833-PA	72	87	34	83
His1:CG33834-PA	11	5	4	31
